file,SM_file_cloc,SM_file_lloc,SM_file_loc,SM_file_mccc,SM_file_pda,SM_file_pua,BUGFIX_count
src/java/org/apache/ivy/ant/IvyExtractFromSources.java,0.0,164.0,218.0,13.0,1.0,17.0,0
src/java/org/apache/ivy/ant/IvyFindRevision.java,0.0,65.0,105.0,6.0,1.0,11.0,1
src/java/org/apache/ivy/ant/IvyInfo.java,0.0,134.0,183.0,18.0,1.0,13.0,0
src/java/org/apache/ivy/ant/IvyInstall.java,0.0,150.0,210.0,19.0,1.0,24.0,0
src/java/org/apache/ivy/ant/IvyListModules.java,0.0,84.0,129.0,7.0,1.0,15.0,0
src/java/org/apache/ivy/ant/IvyMakePom.java,0.0,95.0,132.0,9.0,1.0,13.0,1
src/java/org/apache/ivy/ant/IvyPostResolveTask.java,0.0,309.0,408.0,33.0,1.0,28.0,1
src/java/org/apache/ivy/ant/IvyPublish.java,0.0,350.0,472.0,21.0,3.0,65.0,0
src/java/org/apache/ivy/ant/IvyReport.java,0.0,329.0,440.0,40.0,1.0,27.0,1
src/java/org/apache/ivy/ant/IvyRepositoryReport.java,0.0,239.0,332.0,18.0,1.0,29.0,0
src/java/org/apache/ivy/ant/IvyResolve.java,0.0,316.0,415.0,27.0,2.0,43.0,1
src/java/org/apache/ivy/ant/IvyRetrieve.java,0.0,66.0,107.0,3.0,2.0,7.0,0
src/java/org/apache/ivy/ant/IvyTask.java,0.0,224.0,305.0,26.0,3.0,5.0,1
src/java/org/apache/ivy/ant/IvyVar.java,0.0,92.0,133.0,10.0,1.0,11.0,0
src/java/org/apache/ivy/ant/PackageMapping.java,0.0,35.0,70.0,1.0,1.0,9.0,0
src/java/org/apache/ivy/core/ExecutionRelativeUrlResolver.java,0.0,8.0,36.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/core/IvyContext.java,0.0,207.0,387.0,23.0,12.0,16.0,0
src/java/org/apache/ivy/core/IvyPatternHelper.java,0.0,365.0,488.0,52.0,3.0,22.0,2
src/java/org/apache/ivy/core/IvyThread.java,0.0,35.0,71.0,1.0,1.0,9.0,0
src/java/org/apache/ivy/core/LogOptions.java,0.0,19.0,58.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/core/NormalRelativeUrlResolver.java,0.0,8.0,33.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/core/RelativeUrlResolver.java,0.0,21.0,61.0,4.0,3.0,0.0,0
src/java/org/apache/ivy/plugins/IvySettingsAware.java,0.0,5.0,25.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/util/AbstractMessageLogger.java,0.0,73.0,172.0,3.0,15.0,3.0,0
src/java/org/apache/ivy/util/Checks.java,0.0,26.0,62.0,4.0,2.0,2.0,1
src/java/org/apache/ivy/util/ChecksumHelper.java,0.0,85.0,144.0,9.0,2.0,2.0,0
src/java/org/apache/ivy/util/ConfigurationUtils.java,0.0,46.0,97.0,12.0,2.0,0.0,0
src/java/org/apache/ivy/util/Configurator.java,0.0,618.0,766.0,92.0,2.0,54.0,0
src/java/org/apache/ivy/util/ContextualSAXHandler.java,0.0,36.0,66.0,3.0,0.0,4.0,0
src/java/org/apache/ivy/util/CopyProgressEvent.java,0.0,29.0,61.0,1.0,1.0,6.0,0
src/java/org/apache/ivy/util/CopyProgressListener.java,0.0,6.0,30.0,1.0,1.0,3.0,0
src/java/org/apache/ivy/util/Credentials.java,0.0,61.0,103.0,7.0,2.0,9.0,0
src/java/org/apache/ivy/util/CredentialsUtil.java,0.0,129.0,168.0,19.0,0.0,3.0,0
src/java/org/apache/ivy/util/DefaultMessageLogger.java,0.0,24.0,52.0,2.0,1.0,6.0,0
src/java/org/apache/ivy/util/EncrytedProperties.java,0.0,32.0,66.0,2.0,1.0,7.0,0
src/java/org/apache/ivy/util/FileResolver.java,0.0,10.0,45.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/util/FileUtil.java,0.0,239.0,368.0,40.0,7.0,9.0,2
src/java/org/apache/ivy/util/HostUtil.java,0.0,18.0,54.0,3.0,2.0,0.0,0
src/java/org/apache/ivy/util/MemoryUtil.java,0.0,50.0,90.0,4.0,3.0,1.0,0
src/java/org/apache/ivy/util/Message.java,0.0,74.0,145.0,2.0,3.0,15.0,0
src/java/org/apache/ivy/util/MessageLogger.java,0.0,23.0,105.0,1.0,5.0,15.0,0
src/java/org/apache/ivy/util/MessageLoggerEngine.java,0.0,108.0,200.0,6.0,6.0,18.0,0
src/java/org/apache/ivy/util/MessageLoggerHelper.java,0.0,35.0,56.0,7.0,0.0,2.0,0
src/java/org/apache/ivy/util/PropertiesFile.java,0.0,49.0,78.0,10.0,1.0,2.0,0
src/java/org/apache/ivy/util/StringUtils.java,0.0,110.0,193.0,21.0,6.0,2.0,0
src/java/org/apache/ivy/util/XMLHelper.java,0.0,167.0,235.0,20.0,2.0,7.0,0
src/java/org/apache/ivy/core/cache/ArtifactOrigin.java,0.0,60.0,132.0,9.0,6.0,5.0,0
src/java/org/apache/ivy/core/cache/CacheDownloadOptions.java,0.0,19.0,40.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/core/cache/CacheMetadataOptions.java,0.0,44.0,65.0,1.0,0.0,11.0,0
src/java/org/apache/ivy/core/cache/CacheUtil.java,0.0,18.0,51.0,4.0,2.0,0.0,0
src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java,0.0,853.0,1110.0,99.0,6.0,44.0,2
src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,0.0,77.0,123.0,2.0,0.0,18.0,1
src/java/org/apache/ivy/core/cache/DownloadListener.java,0.0,14.0,35.0,1.0,0.0,4.0,0
src/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCache.java,0.0,83.0,136.0,9.0,0.0,0.0,0
src/java/org/apache/ivy/core/cache/ModuleDescriptorProvider.java,0.0,10.0,32.0,1.0,0.0,0.0,0
src/java/org/apache/ivy/core/cache/ModuleDescriptorWriter.java,0.0,10.0,31.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java,0.0,88.0,151.0,6.0,0.0,0.0,0
src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java,0.0,34.0,161.0,1.0,8.0,1.0,0
src/java/org/apache/ivy/core/cache/ResolutionCacheManager.java,0.0,11.0,40.0,1.0,1.0,6.0,0
src/java/org/apache/ivy/core/check/CheckEngine.java,0.0,100.0,139.0,17.0,1.0,2.0,0
src/java/org/apache/ivy/core/check/CheckEngineSettings.java,0.0,7.0,30.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/core/deliver/DefaultPublishingDRResolver.java,0.0,9.0,29.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/deliver/DeliverEngine.java,0.0,139.0,204.0,13.0,2.0,2.0,1
src/java/org/apache/ivy/core/deliver/DeliverEngineSettings.java,0.0,5.0,27.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/deliver/DeliverOptions.java,0.0,91.0,234.0,1.0,14.0,7.0,0
src/java/org/apache/ivy/core/deliver/PublishingDependencyRevisionResolver.java,0.0,7.0,42.0,1.0,2.0,0.0,0
src/java/org/apache/ivy/core/event/EventManager.java,0.0,61.0,96.0,8.0,0.0,11.0,0
src/java/org/apache/ivy/core/event/FilteredIvyListener.java,0.0,21.0,47.0,2.0,0.0,5.0,0
src/java/org/apache/ivy/core/event/IvyEvent.java,0.0,67.0,128.0,4.0,2.0,5.0,0
src/java/org/apache/ivy/core/event/IvyEventFilter.java,0.0,84.0,158.0,15.0,1.0,2.0,0
src/java/org/apache/ivy/core/event/IvyListener.java,0.0,5.0,25.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/install/InstallEngine.java,0.0,132.0,181.0,11.0,0.0,3.0,0
src/java/org/apache/ivy/core/install/InstallEngineSettings.java,0.0,17.0,47.0,1.0,0.0,9.0,0
src/java/org/apache/ivy/core/install/InstallOptions.java,0.0,46.0,67.0,2.0,0.0,11.0,0
src/java/org/apache/ivy/core/publish/PublishEngine.java,0.0,238.0,292.0,38.0,1.0,3.0,1
src/java/org/apache/ivy/core/publish/PublishEngineSettings.java,0.0,7.0,33.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/core/publish/PublishOptions.java,0.0,101.0,173.0,1.0,1.0,24.0,0
src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java,0.0,85.0,158.0,5.0,3.0,17.0,0
src/java/org/apache/ivy/core/report/ConfigurationResolveReport.java,0.0,258.0,376.0,36.0,9.0,19.0,0
src/java/org/apache/ivy/core/report/DownloadReport.java,0.0,30.0,58.0,3.0,1.0,4.0,0
src/java/org/apache/ivy/core/report/DownloadStatus.java,0.0,25.0,63.0,4.0,2.0,1.0,0
src/java/org/apache/ivy/core/report/MetadataArtifactDownloadReport.java,0.0,22.0,64.0,1.0,2.0,4.0,0
src/java/org/apache/ivy/core/report/ResolveReport.java,0.0,202.0,325.0,22.0,9.0,22.0,0
src/java/org/apache/ivy/core/repository/RepositoryManagementEngine.java,0.0,195.0,337.0,21.0,6.0,1.0,0
src/java/org/apache/ivy/core/repository/RepositoryManagementEngineSettings.java,0.0,5.0,25.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/resolve/DownloadOptions.java,0.0,6.0,28.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/core/resolve/IvyNode.java,0.0,908.0,1263.0,128.0,18.0,56.0,5
src/java/org/apache/ivy/core/resolve/IvyNodeBlacklist.java,0.0,35.0,70.0,1.0,1.0,7.0,0
src/java/org/apache/ivy/core/resolve/IvyNodeCallers.java,0.0,219.0,301.0,30.0,1.0,21.0,2
src/java/org/apache/ivy/core/resolve/IvyNodeEviction.java,0.0,282.0,430.0,41.0,7.0,22.0,2
src/java/org/apache/ivy/core/resolve/IvyNodeUsage.java,0.0,186.0,304.0,19.0,1.0,3.0,0
src/java/org/apache/ivy/core/resolve/ResolveData.java,0.0,164.0,271.0,14.0,3.0,22.0,1
src/java/org/apache/ivy/core/resolve/ResolvedModuleRevision.java,0.0,61.0,148.0,2.0,8.0,5.0,0
src/java/org/apache/ivy/core/resolve/ResolveEngine.java,0.0,761.0,1157.0,138.0,13.0,8.0,6
src/java/org/apache/ivy/core/resolve/ResolveEngineSettings.java,0.0,17.0,46.0,1.0,0.0,9.0,0
src/java/org/apache/ivy/core/resolve/ResolveOptions.java,0.0,158.0,312.0,5.0,5.0,28.0,0
src/java/org/apache/ivy/core/resolve/ResolveProcessException.java,0.0,14.0,47.0,1.0,1.0,4.0,0
src/java/org/apache/ivy/core/resolve/RestartResolveProcess.java,0.0,6.0,35.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/core/resolve/VisitData.java,0.0,33.0,73.0,2.0,1.0,6.0,0
src/java/org/apache/ivy/core/resolve/VisitNode.java,0.0,290.0,500.0,35.0,8.0,32.0,1
src/java/org/apache/ivy/core/retrieve/RetrieveEngine.java,0.0,314.0,402.0,51.0,1.0,3.0,1
src/java/org/apache/ivy/core/retrieve/RetrieveEngineSettings.java,0.0,8.0,32.0,1.0,0.0,4.0,0
src/java/org/apache/ivy/core/retrieve/RetrieveOptions.java,0.0,62.0,134.0,1.0,1.0,14.0,0
src/java/org/apache/ivy/core/search/ModuleEntry.java,0.0,25.0,52.0,1.0,0.0,7.0,0
src/java/org/apache/ivy/core/search/OrganisationEntry.java,0.0,19.0,44.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/core/search/RevisionEntry.java,0.0,31.0,60.0,1.0,0.0,9.0,0
src/java/org/apache/ivy/core/search/SearchEngine.java,0.0,283.0,400.0,37.0,4.0,9.0,1
src/java/org/apache/ivy/core/settings/IvyPattern.java,0.0,10.0,34.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/core/settings/IvySettings.java,0.0,1101.0,1454.0,98.0,12.0,131.0,0
src/java/org/apache/ivy/core/settings/IvyVariableContainer.java,0.0,7.0,43.0,1.0,2.0,3.0,0
src/java/org/apache/ivy/core/settings/IvyVariableContainerImpl.java,0.0,58.0,101.0,8.0,2.0,5.0,0
src/java/org/apache/ivy/core/settings/Validatable.java,0.0,4.0,33.0,1.0,2.0,0.0,0
src/java/org/apache/ivy/core/settings/XmlSettingsParser.java,0.0,542.0,629.0,100.0,1.0,5.0,0
src/java/org/apache/ivy/core/sort/CollectionOfModulesToSort.java,0.0,63.0,114.0,6.0,0.0,0.0,0
src/java/org/apache/ivy/core/sort/MessageBasedNonMatchingVersionReporter.java,0.0,21.0,47.0,2.0,0.0,0.0,0
src/java/org/apache/ivy/core/sort/ModuleDescriptorSorter.java,0.0,53.0,108.0,6.0,2.0,1.0,0
src/java/org/apache/ivy/core/sort/ModuleInSort.java,0.0,101.0,192.0,11.0,0.0,0.0,0
src/java/org/apache/ivy/core/sort/NonMatchingVersionReporter.java,0.0,6.0,37.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/core/sort/SilentNonMatchingVersionReporter.java,0.0,8.0,33.0,1.0,1.0,0.0,0
src/java/org/apache/ivy/core/sort/SimpleSortEngineSettings.java,0.0,19.0,47.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/core/sort/SortEngine.java,0.0,63.0,117.0,7.0,1.0,3.0,0
src/java/org/apache/ivy/core/sort/SortEngineSettings.java,0.0,7.0,32.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/core/sort/SortOptions.java,0.0,25.0,56.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/core/sort/WarningNonMatchingVersionReporter.java,0.0,8.0,33.0,1.0,1.0,0.0,0
src/java/org/apache/ivy/plugins/circular/AbstractCircularDependencyStrategy.java,0.0,13.0,35.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/circular/AbstractLogCircularDependencyStrategy.java,0.0,30.0,57.0,3.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/circular/CircularDependencyException.java,0.0,12.0,44.0,1.0,2.0,1.0,0
src/java/org/apache/ivy/plugins/circular/CircularDependencyHelper.java,0.0,47.0,87.0,5.0,2.0,3.0,0
src/java/org/apache/ivy/plugins/circular/CircularDependencyStrategy.java,0.0,6.0,32.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/plugins/circular/ErrorCircularDependencyStrategy.java,0.0,16.0,40.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/circular/IgnoreCircularDependencyStrategy.java,0.0,17.0,43.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/circular/WarnCircularDependencyStrategy.java,0.0,16.0,41.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/conflict/AbstractConflictManager.java,0.0,27.0,55.0,1.0,0.0,7.0,0
src/java/org/apache/ivy/plugins/conflict/ConflictManager.java,0.0,10.0,61.0,1.0,2.0,2.0,0
src/java/org/apache/ivy/plugins/conflict/FixedConflictManager.java,0.0,27.0,52.0,3.0,0.0,4.0,0
src/java/org/apache/ivy/plugins/conflict/LatestCompatibleConflictManager.java,0.0,186.0,312.0,28.0,1.0,5.0,0
src/java/org/apache/ivy/plugins/conflict/LatestConflictManager.java,0.0,101.0,148.0,14.0,1.0,9.0,0
src/java/org/apache/ivy/plugins/conflict/NoConflictManager.java,0.0,11.0,33.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/conflict/RegexpConflictManager.java,0.0,72.0,121.0,10.0,1.0,4.0,0
src/java/org/apache/ivy/plugins/conflict/StrictConflictException.java,0.0,23.0,50.0,1.0,0.0,6.0,0
src/java/org/apache/ivy/plugins/conflict/StrictConflictManager.java,0.0,25.0,54.0,5.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/latest/AbstractLatestStrategy.java,0.0,26.0,53.0,4.0,0.0,5.0,0
src/java/org/apache/ivy/plugins/latest/ArtifactInfo.java,0.0,5.0,25.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/latest/ComparatorLatestStrategy.java,0.0,25.0,52.0,1.0,0.0,6.0,0
src/java/org/apache/ivy/plugins/latest/LatestLexicographicStrategy.java,0.0,27.0,56.0,7.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/latest/LatestRevisionStrategy.java,0.0,135.0,198.0,25.0,0.0,12.0,0
src/java/org/apache/ivy/plugins/latest/LatestStrategy.java,0.0,8.0,46.0,1.0,2.0,2.0,0
src/java/org/apache/ivy/plugins/latest/LatestTimeStrategy.java,0.0,15.0,37.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/lock/AbstractLockStrategy.java,0.0,22.0,45.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/plugins/lock/ArtifactLockStrategy.java,0.0,22.0,47.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/plugins/lock/FileBasedLockStrategy.java,0.0,169.0,231.0,25.0,2.0,10.0,0
src/java/org/apache/ivy/plugins/lock/LockStrategy.java,0.0,9.0,74.0,1.0,4.0,0.0,0
src/java/org/apache/ivy/plugins/lock/NoLockStrategy.java,0.0,13.0,36.0,1.0,0.0,4.0,0
src/java/org/apache/ivy/plugins/matcher/AbstractPatternMatcher.java,0.0,23.0,64.0,3.0,2.0,3.0,0
src/java/org/apache/ivy/plugins/matcher/AnyMatcher.java,0.0,15.0,41.0,2.0,1.0,3.0,0
src/java/org/apache/ivy/plugins/matcher/ExactOrRegexpPatternMatcher.java,0.0,27.0,63.0,3.0,1.0,1.0,0
src/java/org/apache/ivy/plugins/matcher/ExactPatternMatcher.java,0.0,25.0,56.0,2.0,1.0,1.0,0
src/java/org/apache/ivy/plugins/matcher/GlobPatternMatcher.java,0.0,52.0,103.0,9.0,2.0,0.0,0
src/java/org/apache/ivy/plugins/matcher/MapMatcher.java,0.0,42.0,71.0,6.0,0.0,6.0,0
src/java/org/apache/ivy/plugins/matcher/Matcher.java,0.0,5.0,45.0,1.0,3.0,0.0,0
src/java/org/apache/ivy/plugins/matcher/MatcherHelper.java,0.0,36.0,69.0,10.0,2.0,6.0,0
src/java/org/apache/ivy/plugins/matcher/NoMatcher.java,0.0,15.0,42.0,2.0,1.0,3.0,0
src/java/org/apache/ivy/plugins/matcher/PatternMatcher.java,0.0,10.0,72.0,1.0,3.0,0.0,0
src/java/org/apache/ivy/plugins/matcher/RegexpPatternMatcher.java,0.0,49.0,90.0,9.0,2.0,0.0,0
src/java/org/apache/ivy/plugins/namespace/MRIDRule.java,0.0,42.0,75.0,2.0,0.0,12.0,0
src/java/org/apache/ivy/plugins/namespace/MRIDTransformationRule.java,0.0,107.0,149.0,17.0,0.0,5.0,0
src/java/org/apache/ivy/plugins/namespace/Namespace.java,0.0,75.0,110.0,9.0,0.0,8.0,0
src/java/org/apache/ivy/plugins/namespace/NameSpaceHelper.java,0.0,87.0,116.0,9.0,0.0,10.0,0
src/java/org/apache/ivy/plugins/namespace/NamespaceRule.java,0.0,37.0,67.0,3.0,0.0,9.0,0
src/java/org/apache/ivy/plugins/namespace/NamespaceTransformer.java,0.0,6.0,27.0,1.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/parser/AbstractModuleDescriptorParser.java,0.0,273.0,367.0,40.0,0.0,4.0,0
src/java/org/apache/ivy/plugins/parser/ModuleDescriptorParser.java,0.0,21.0,68.0,1.0,3.0,4.0,0
src/java/org/apache/ivy/plugins/parser/ModuleDescriptorParserRegistry.java,0.0,63.0,104.0,5.0,1.0,7.0,0
src/java/org/apache/ivy/plugins/parser/ParserSettings.java,0.0,24.0,57.0,1.0,0.0,12.0,0
src/java/org/apache/ivy/plugins/report/ReportOutputter.java,0.0,13.0,40.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/plugins/report/XmlReportOutputter.java,0.0,48.0,78.0,4.0,1.0,3.0,1
src/java/org/apache/ivy/plugins/report/XmlReportParser.java,0.0,267.0,337.0,32.0,1.0,7.0,0
src/java/org/apache/ivy/plugins/report/XmlReportWriter.java,0.0,288.0,331.0,36.0,1.0,2.0,0
src/java/org/apache/ivy/plugins/repository/AbstractRepository.java,0.0,94.0,137.0,6.0,0.0,10.0,0
src/java/org/apache/ivy/plugins/repository/ArtifactResourceResolver.java,0.0,6.0,30.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/plugins/repository/BasicResource.java,0.0,43.0,77.0,1.0,0.0,10.0,0
src/java/org/apache/ivy/plugins/repository/LazyResource.java,0.0,59.0,98.0,2.0,0.0,8.0,0
src/java/org/apache/ivy/plugins/repository/Repository.java,0.0,18.0,160.0,1.0,11.0,0.0,0
src/java/org/apache/ivy/plugins/repository/RepositoryCopyProgressListener.java,0.0,30.0,57.0,2.0,0.0,7.0,0
src/java/org/apache/ivy/plugins/repository/Resource.java,0.0,12.0,103.0,1.0,8.0,0.0,0
src/java/org/apache/ivy/plugins/repository/ResourceDownloader.java,0.0,7.0,39.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/plugins/repository/ResourceHelper.java,0.0,37.0,62.0,9.0,0.0,3.0,0
src/java/org/apache/ivy/plugins/repository/TransferEvent.java,0.0,154.0,355.0,17.0,7.0,9.0,0
src/java/org/apache/ivy/plugins/repository/TransferListener.java,0.0,5.0,28.0,1.0,1.0,1.0,0
src/java/org/apache/ivy/plugins/resolver/AbstractPatternsBasedResolver.java,0.0,358.0,462.0,54.0,3.0,11.0,0
src/java/org/apache/ivy/plugins/resolver/AbstractResolver.java,0.0,384.0,528.0,31.0,4.0,35.0,1
src/java/org/apache/ivy/plugins/resolver/AbstractSshBasedResolver.java,0.0,44.0,138.0,2.0,8.0,3.0,0
src/java/org/apache/ivy/plugins/resolver/CacheResolver.java,0.0,148.0,186.0,12.0,0.0,13.0,0
src/java/org/apache/ivy/plugins/resolver/ChainResolver.java,0.0,289.0,363.0,44.0,2.0,24.0,1
src/java/org/apache/ivy/plugins/resolver/DependencyResolver.java,0.0,46.0,198.0,1.0,13.0,11.0,0
src/java/org/apache/ivy/plugins/resolver/DualResolver.java,0.0,155.0,221.0,17.0,2.0,20.0,0
src/java/org/apache/ivy/plugins/resolver/FileSystemResolver.java,0.0,241.0,318.0,27.0,1.0,14.0,2
src/java/org/apache/ivy/plugins/resolver/IBiblioResolver.java,0.0,428.0,549.0,66.0,4.0,21.0,0
src/java/org/apache/ivy/plugins/resolver/IvyRepResolver.java,0.0,237.0,310.0,29.0,4.0,18.0,0
src/java/org/apache/ivy/plugins/resolver/RepositoryResolver.java,0.0,238.0,307.0,29.0,1.0,11.0,1
src/java/org/apache/ivy/plugins/resolver/ResolverSettings.java,0.0,22.0,56.0,1.0,0.0,13.0,0
src/java/org/apache/ivy/plugins/resolver/SFTPResolver.java,0.0,13.0,42.0,1.0,1.0,3.0,0
src/java/org/apache/ivy/plugins/resolver/SshResolver.java,0.0,29.0,90.0,3.0,6.0,2.0,0
src/java/org/apache/ivy/plugins/resolver/URLResolver.java,0.0,10.0,35.0,1.0,1.0,2.0,0
src/java/org/apache/ivy/plugins/resolver/VfsResolver.java,0.0,32.0,62.0,3.0,1.0,4.0,0
src/java/org/apache/ivy/plugins/resolver/VsftpResolver.java,0.0,40.0,75.0,1.0,1.0,12.0,0
src/java/org/apache/ivy/plugins/trigger/AbstractTrigger.java,0.0,41.0,82.0,2.0,1.0,7.0,0
src/java/org/apache/ivy/plugins/trigger/LogTrigger.java,0.0,63.0,126.0,7.0,5.0,1.0,0
src/java/org/apache/ivy/plugins/trigger/Trigger.java,0.0,6.0,26.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/plugins/version/AbstractVersionMatcher.java,0.0,42.0,79.0,1.0,1.0,10.0,0
src/java/org/apache/ivy/plugins/version/ChainVersionMatcher.java,0.0,93.0,156.0,18.0,5.0,5.0,0
src/java/org/apache/ivy/plugins/version/ExactVersionMatcher.java,0.0,13.0,36.0,1.0,0.0,4.0,0
src/java/org/apache/ivy/plugins/version/LatestVersionMatcher.java,0.0,28.0,58.0,2.0,1.0,6.0,1
src/java/org/apache/ivy/plugins/version/Match.java,0.0,88.0,137.0,7.0,1.0,9.0,0
src/java/org/apache/ivy/plugins/version/PatternVersionMatcher.java,0.0,58.0,100.0,9.0,3.0,1.0,0
src/java/org/apache/ivy/plugins/version/SubVersionMatcher.java,0.0,23.0,47.0,2.0,0.0,5.0,0
src/java/org/apache/ivy/plugins/version/VersionMatcher.java,0.0,13.0,105.0,1.0,7.0,0.0,0
src/java/org/apache/ivy/plugins/version/VersionRangeMatcher.java,0.0,164.0,245.0,17.0,1.0,9.0,0
src/java/org/apache/ivy/tools/analyser/DependencyAnalyser.java,0.0,5.0,25.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/tools/analyser/JarJarDependencyAnalyser.java,0.0,65.0,97.0,6.0,0.0,4.0,0
src/java/org/apache/ivy/tools/analyser/JarModule.java,0.0,20.0,47.0,1.0,0.0,5.0,0
src/java/org/apache/ivy/tools/analyser/JarModuleFinder.java,0.0,52.0,79.0,7.0,0.0,4.0,0
src/java/org/apache/ivy/tools/analyser/RepositoryAnalyser.java,0.0,36.0,60.0,4.0,0.0,3.0,0
src/java/org/apache/ivy/util/cli/CommandLine.java,0.0,30.0,58.0,4.0,0.0,6.0,0
src/java/org/apache/ivy/util/cli/CommandLineParser.java,0.0,99.0,141.0,17.0,0.0,6.0,0
src/java/org/apache/ivy/util/cli/Option.java,0.0,89.0,115.0,11.0,0.0,8.0,0
src/java/org/apache/ivy/util/cli/OptionBuilder.java,0.0,39.0,66.0,1.0,0.0,8.0,0
src/java/org/apache/ivy/util/cli/ParseException.java,0.0,6.0,25.0,1.0,0.0,2.0,0
src/java/org/apache/ivy/util/extendable/DefaultExtendableItem.java,0.0,13.0,40.0,1.0,1.0,3.0,0
